country,question,mean_wave_2,mean_wave_6,change_direction,change_magnitude,t_statistic,p_value
IND,A029,0.2964,0.8987248651299656,Increase,0.6023248651299656,-58.564580739122746,0.0
IND,A040,0.288,0.8307994114762138,Increase,0.5427994114762138,-50.28196384420367,0.0
IND,A039,0.2756,0.8469838155958803,Increase,0.5713838155958804,-54.06836884595275,0.0
IND,A034,0.2244,0.6917606669936244,Increase,0.4673606669936244,-42.32223188796489,0.0
IND,A041,0.316,0.8111819519372241,Increase,0.4951819519372241,-44.457815654999436,0.0
IND,A038,0.244,0.8572829818538499,Increase,0.6132829818538499,-60.18810282163044,0.0
ZAF,A029,0.20065789473684212,0.6380628717077316,Increase,0.4374049769708894,-39.26955114976053,1.4117778852753444e-301
ZAF,A030,0.26644736842105265,0.692155196828094,Increase,0.42570782840704136,-37.077659755450576,4.137707361082326e-271
IND,A124_07,0.9252,0.6152525747915645,Drop,-0.30994742520843555,33.47028042022424,1.0325623666725438e-226
IND,A042,0.5588,0.898970083374203,Increase,0.34017008337420307,-30.933070433370478,9.574291797729904e-187
IND,A124_09,0.914,0.6498283472290338,Drop,-0.2641716527709662,28.27871035154969,4.109430236978945e-166
IND,A032,0.6008,0.9048553212359,Increase,0.30405532123589996,-28.099037246733303,2.7123624966262374e-157
IND,A035,0.5916,0.8925944090240314,Increase,0.3009944090240314,-27.45435579307732,2.750706786045052e-151
IND,A030,0.6692,0.9462972045120157,Increase,0.2770972045120157,-27.56555300896046,2.517059369345371e-150
MEX,A124_07,0.5721750489875899,0.1615,Drop,-0.4106750489875899,27.213336867923736,1.8120342409995588e-144
MEX,A008,2.053133514986376,1.387,Drop,-0.6661335149863761,27.00136977218741,4.168436122112537e-142
MEX,A041,0.10973220117570215,0.4345,Increase,0.32476779882429785,-23.764202879602223,1.1979354319182084e-115
MEX,A124_09,0.6022207707380797,0.2325,Drop,-0.36972077073807963,23.580409618517958,5.464209803508198e-113
ARG,A041,0.04790419161676647,0.42524271844660194,Increase,0.3773385268298355,-22.4270004605266,1.6850173712140362e-95
ZAF,A034,0.08698830409356725,0.2786745964316058,Increase,0.19168629233803855,-20.672028586247883,8.890453413731543e-92
CHL,A041,0.07866666666666666,0.427,Increase,0.34833333333333333,-20.340586141193782,9.16346330855469e-81
IND,A001,1.2497998398718975,1.050726422063531,Drop,-0.1990734178083664,19.38639535246479,2.3865501406409844e-79
NGA,A124_07,0.7902097902097902,0.4718590108015918,Drop,-0.3183507794081984,18.153431739396332,3.648370102439535e-69
RUS,A124_06,0.11779704232534421,0.3293221018852788,Increase,0.21152505955993456,-17.77257287355644,2.753506206152585e-68
CHN,A002,2.0624370594159114,1.59670964873277,Drop,-0.4657274106831413,17.626101025101452,5.359029644116946e-64
RUS,A008,2.456497175141243,2.1014613778705638,Drop,-0.35503579727067924,17.028478753626597,1.0004218818186134e-62
CHL,A124_09,0.5746666666666667,0.257,Drop,-0.31766666666666665,16.879006992188184,2.2936501705022703e-60
TUR,A003,2.2961500493583418,1.7073631214600378,Drop,-0.588786927898304,17.003827494218815,3.556306924597773e-60
IND,A006,1.7599198396793587,1.4107987061458074,Drop,-0.34912113353355134,16.58327412047968,6.944056270079572e-60
IND,A008,2.073121735636802,1.7620570866141732,Drop,-0.311064649022629,16.2243811945221,1.1543598911669705e-57
ARG,A124_09,0.38922155688622756,0.09223300970873786,Drop,-0.2969885471774897,16.63189197969598,1.811697647278911e-57
ARG,A124_07,0.3153692614770459,0.04757281553398058,Drop,-0.26779644594306534,16.61670899869704,1.030455161125194e-56
ZAF,A002,2.1041588609966277,1.7693181818181818,Drop,-0.33484067917844595,15.976429809567861,2.9578638555656688e-56
ESP,A124_09,0.2609271523178808,0.050462573591253154,Drop,-0.2104645787266276,16.23144369674716,3.3667831335458915e-56
MEX,A173,7.264490339773484,8.441988950276244,Increase,1.1774986105027594,-16.105953621982273,4.547436663201225e-56
CHL,A003,2.0533783783783783,1.5393145161290323,Drop,-0.5140638622493461,15.882735986429209,4.0681071321609167e-54
IND,A003,2.3901745838408446,2.0212287712287713,Drop,-0.36894581261207327,15.596774904540656,1.0984972583419152e-53
MEX,A170,7.4108322324966975,8.5125,Increase,1.1016677675033018,-15.68198182699086,2.28403327654439e-53
IND,A165,1.6456659619450318,1.8236514522821576,Increase,0.17798549033712585,-15.349536731573322,9.030711129565408e-52
MEX,A003,1.9940119760479043,1.575287643821911,Drop,-0.41872433222599326,15.371693167374714,1.6456648312161933e-51
CHL,A002,2.3754197447951646,1.871587462082912,Drop,-0.5038322827122526,15.127505771524435,2.6397526341390443e-49
BRA,A124_09,0.30246913580246915,0.10296096904441454,Drop,-0.1995081667580546,14.843367294637186,3.291660564490434e-48
ZAF,A038,0.1608187134502924,0.3112432738600963,Increase,0.15042456040980393,-14.337702863135446,6.7388236846977e-46
MEX,A165,1.6654624277456647,1.8757515030060121,Increase,0.21028907526034746,-14.324541641265803,1.2160791382613784e-44
CHN,A003,2.4924471299093653,2.05275125056844,Drop,-0.43969587934092536,14.416452817497612,1.359304915936643e-44
BRA,A124_07,0.2362514029180696,0.06662180349932706,Drop,-0.16962959941874253,14.17590829222318,3.5178924630828553e-44
BRA,A124_08,0.5852974186307519,0.8048452220726783,Increase,0.21954780344192637,-14.1114328542776,6.173037792700564e-44
CHN,A124_08,0.76,0.9630434782608696,Increase,0.20304347826086955,-14.427356667226896,1.4836364028483754e-43
CHL,A040,0.5413333333333333,0.275,Drop,-0.2663333333333333,13.936463660311613,1.9463477285930107e-42
CHN,A001,1.4312938816449348,1.1409070893879347,Drop,-0.29038679225700004,14.106104732100604,3.113446167034723e-42
ESP,A041,0.12582781456953643,0.34987384356602186,Increase,0.22404602899648543,-13.77970853240177,2.2982413972066847e-41
CHL,A006,1.7595701813297515,2.2973790322580645,Increase,0.537808850928313,-13.745412842223486,3.493478203919476e-41
NGA,A029,0.16383616383616384,0.38942581011938604,Increase,0.2255896462832222,-13.67219859635984,4.091632984041884e-41
KOR,A124_09,0.9584332533972821,0.7758333333333334,Drop,-0.18259992006394876,13.728075071481419,9.313767164970942e-41
CHN,A006,3.723926380368098,3.38136826783115,Drop,-0.3425581125369481,13.600308310225397,1.052994746642718e-40
NGA,A005,1.0663316582914573,1.314383172256964,Increase,0.24805151396550684,-13.502672778280798,3.498404390202513e-40
BRA,A008,2.0545863815419247,1.7393939393939395,Drop,-0.31519244214798525,13.379800786509149,8.764824831676695e-40
ESP,A124_07,0.3271523178807947,0.12363330529857022,Drop,-0.20351901258222446,13.217861618270966,1.1126350529584324e-38
CHL,A124_07,0.4073333333333333,0.179,Drop,-0.22833333333333333,13.007218230619845,1.9065359246787252e-37
BRA,A002,1.5323215289488477,1.8556979096426163,Increase,0.3233763806937686,-12.8623876238773,6.248263900886672e-37
JPN,A124_06,0.1661721068249258,0.36266884977486696,Increase,0.19649674294994116,-12.905120286427701,6.819137150701702e-37
MEX,A006,2.010617120106171,1.627,Drop,-0.3836171201061711,12.557527719337786,2.495321263203616e-35
IND,A002,1.9544721998388397,1.7102966841186737,Drop,-0.24417551572016594,12.262500936089006,4.182435541670097e-34
KOR,A039,0.31095123900879296,0.5466666666666666,Increase,0.23571542765787368,-12.122302610179743,7.089750585719784e-33
CHN,A005,1.463,1.8020975832193342,Increase,0.33909758321933414,-12.13988974754607,7.382754260026456e-33
TUR,A004,2.9970238095238093,2.526415094339623,Drop,-0.47060871518418645,11.805573130536049,3.4502792326692085e-31
CHN,A124_09,0.719,0.5165217391304348,Drop,-0.20247826086956522,11.48397347762812,1.1977757848354602e-29
CHL,A039,0.30933333333333335,0.536,Increase,0.22666666666666668,-11.456014169071995,1.734542545949592e-29
POL,A009,2.7483870967741937,2.2753623188405796,Drop,-0.4730247779336141,11.446565053490872,2.2089843076492803e-29
JPN,A003,1.9541284403669725,1.6588037068239259,Drop,-0.29532473354304667,11.462140678857459,2.2654562519932724e-29
RUS,A009,2.8996865203761755,2.6345688960515714,Drop,-0.26511762432460406,11.340865482390141,2.291151113170494e-29
ESP,A124_08,0.5258278145695364,0.7317073170731707,Increase,0.2058795025036343,-11.325126664715338,4.51544758524366e-29
MEX,A001,1.1618421052631578,1.0315,Drop,-0.1303421052631577,11.271522156132539,1.1475743105000836e-28
RUS,A124_09,0.8052014278429372,0.661186848436247,Drop,-0.14401457940669027,11.049129070193223,5.119238110390672e-28
