country,question,mean_wave_2,mean_wave_7,change_direction,change_magnitude,t_statistic,p_value
RUS,A067,0.6170321264660887,0.08076275939427931,Drop,-0.5362693670718094,42.104184506070716,1.720701780394012e-307
CZE,A030,0.8538961038961039,0.23450586264656617,Drop,-0.6193902412495378,36.648572864099584,7.560987513111317e-228
BRA,A065,0.2222222222222222,0.67382472431805,Increase,0.45160250209582775,-30.12827427767138,4.367648084996404e-177
KOR,A034,0.06235011990407674,0.5236947791164659,Increase,0.46134465921238915,-29.337833323131385,6.957378546435268e-155
MEX,A065,0.1378184193337688,0.5540229885057472,Increase,0.41620456917197834,-28.076744365962842,9.072936156106544e-155
CHL,A040,0.5413333333333333,0.098,Drop,-0.44333333333333336,27.81049568045066,2.5355830473562837e-148
IND,A042,0.5588,0.2222222222222222,Drop,-0.33657777777777775,23.748170878748567,9.492391958371897e-117
MEX,A124_07,0.5721750489875899,0.20184544405997693,Drop,-0.3703296049276129,23.284430357783442,3.193190534913478e-110
MEX,A124_09,0.6022207707380797,0.22983870967741934,Drop,-0.3723820610606603,23.156855276743332,2.1893702416682716e-109
TUR,A003,2.2961500493583418,1.5356846473029047,Drop,-0.7604654020554371,23.547906184779187,5.697756930280526e-104
ARG,A041,0.04790419161676647,0.44865403788634095,Increase,0.4007498462695745,-23.434715099519714,2.7451988934605437e-102
JPN,A124_09,0.685459940652819,0.2714828897338403,Drop,-0.4139770509189787,21.698669949081918,1.818770806061277e-94
MEX,A008,2.053133514986376,1.5025847214244687,Drop,-0.5505487935619073,21.19523227962041,9.378981642403181e-93
RUS,A008,2.456497175141243,2.0193291642978966,Drop,-0.43716801084334644,20.59910974021341,4.581195896701943e-89
CZE,A027,0.8484848484848485,0.466499162479062,Drop,-0.38198568600578653,20.47958043775013,3.783997574871099e-85
CHN,A006,3.723926380368098,3.2482552342971087,Drop,-0.47567114607098926,20.407166999347602,4.570061680993799e-85
CHL,A003,2.0533783783783783,1.427710843373494,Drop,-0.6256675350048844,20.12772285099718,1.4843202294108543e-83
CHL,A002,2.3754197447951646,1.7014028056112225,Drop,-0.6740169391839421,19.973883948795347,8.749812473353841e-82
CHN,A062,1.8385155466399197,2.277942631058358,Increase,0.43942708441843825,-20.03946066338561,2.707863744020773e-80
MEX,A041,0.10973220117570215,0.38598506605399197,Increase,0.2762528648782898,-19.531215371402865,4.520223206852046e-80
BRA,A124_09,0.30246913580246915,0.0681044267877412,Drop,-0.23436470901472795,18.85492297833256,1.0485357293454192e-74
IND,A029,0.2964,0.5774231678486997,Increase,0.28102316784869974,-18.62147256794447,8.249073141441816e-74
CHL,A124_08,0.5486666666666666,0.861,Increase,0.31233333333333335,-18.501139190341046,1.0265323301654823e-71
IND,A124_07,0.9252,0.6863753213367609,Drop,-0.2388246786632391,18.529322522555525,2.619890289186583e-71
CHL,A124_09,0.5746666666666667,0.238,Drop,-0.33666666666666667,18.13614153840215,6.901288556713441e-69
ARG,A124_09,0.38922155688622756,0.07178464606181456,Drop,-0.317436910824413,18.206577096398114,3.683468730972136e-67
CHN,A027,0.527,0.8398411647915288,Increase,0.3128411647915288,-18.243875907751015,9.387262881118654e-67
RUS,A062,1.8442708333333333,2.2190852625635236,Increase,0.37481442923019026,-17.501840279652807,5.998861186425805e-66
ARG,A124_07,0.3153692614770459,0.031904287138584245,Drop,-0.2834649743384617,18.05397518360924,4.290258133029208e-65
CZE,A062,1.7629870129870129,2.201168614357262,Increase,0.4381816013702491,-17.57120566269047,3.927215886666721e-64
CZE,A124_09,0.5324675324675324,0.1822871883061049,Drop,-0.3501803441614275,17.553143742880387,1.5614350225664293e-63
TUR,A004,2.9970238095238093,2.3539490179690765,Drop,-0.6430747915547328,17.343313581647212,1.7640662770218506e-62
