country,question,mean_wave_3,mean_wave_6,change_direction,change_magnitude,t_statistic,p_value
ARM,A102,1.0075,0.11272727272727273,Drop,-0.8947727272727273,77.93208104024026,0.0
ARM,A098,0.973,0.04727272727272727,Drop,-0.9257272727272727,94.11230509737972,0.0
IND,A041,0.22549019607843138,0.8111819519372241,Increase,0.5856917558587927,-52.76283276784798,0.0
IND,A034,0.10784313725490197,0.6917606669936244,Increase,0.5839175297387225,-58.542239971639006,0.0
IND,A029,0.37401960784313726,0.8987248651299656,Increase,0.5247052572868284,-44.804034804600235,0.0
IND,A039,0.28823529411764703,0.8469838155958803,Increase,0.5587485214782333,-48.55847724629371,0.0
ARM,A104,1.0195,0.02727272727272727,Drop,-0.9922272727272728,132.70554106409233,0.0
ARM,A106,0.999,0.019090909090909092,Drop,-0.979909090909091,171.56621294266782,0.0
ARM,A099,1.0465,0.03363636363636364,Drop,-1.0128636363636363,119.11692546938255,0.0
ARM,A103,1.007,0.019090909090909092,Drop,-0.9879090909090908,167.11751287416655,0.0
ARM,A105,1.0115,0.02181818181818182,Drop,-0.9896818181818182,151.2000224788361,0.0
ARM,A101,1.0085,0.023636363636363636,Drop,-0.9848636363636363,151.15663850929585,0.0
ARM,A100,1.078,0.05,Drop,-1.028,94.19878583673602,0.0
IND,A040,0.3602941176470588,0.8307994114762138,Increase,0.470505293829155,-38.73867524962587,3.5255951181669803e-271
IND,A038,0.41862745098039217,0.8572829818538499,Increase,0.4386555308734577,-35.891377233791395,3.5091829006944696e-236
IND,A032,0.4823529411764706,0.9048553212359,Increase,0.42250238005942936,-35.26085699780621,3.346951071329314e-225
COL,A124_08,0.30340453938584777,0.7585978835978836,Increase,0.45519334421203583,-32.87098610583645,1.1071176225000126e-204
IND,A035,0.515686274509804,0.8925944090240314,Increase,0.37690813451422744,-31.192797931013153,5.581175722426553e-184
NGA,A124_07,0.8852705410821643,0.4718590108015918,Drop,-0.4134115302805725,29.783705203292033,2.0382352928321073e-170
IND,A003,2.7435,2.0212287712287713,Drop,-0.7222712287712287,28.103838500732873,4.4548078915464857e-159
TUR,A173,4.8168343038644785,7.408575031525851,Increase,2.5917407276613726,-28.425450740489577,1.5874704075316825e-158
ZAF,A029,0.31993185689948894,0.6380628717077316,Increase,0.31813101480824263,-26.927562350221237,2.8122140893030593e-151
