country,question,mean_wave_4,mean_wave_7,change_direction,change_magnitude,t_statistic,p_value
EGY,A029,0.726,0.14428690575479566,Drop,-0.5817130942452043,44.695349535653726,0.0
PAK,A170,4.852923803898405,7.669354838709677,Increase,2.8164310348112718,-43.57865052172725,0.0
BGD,A124_08,0.019333333333333334,0.8148457047539617,Increase,0.7955123714206284,-67.57546794605219,0.0
BGD,A124_03,0.042666666666666665,0.7988165680473372,Increase,0.7561499013806706,-59.18769675894948,0.0
BGD,A124_09,0.04933333333333333,0.7986230636833046,Increase,0.7492897303499713,-57.500138301794486,0.0
PAK,A124_03,0.0115,0.5649122807017544,Increase,0.5534122807017544,-48.73473573495434,0.0
PAK,A173,4.676913015042511,7.664152840623429,Increase,2.987239825580918,-41.363874284678126,9.273408949969236e-304
BGD,A124_07,0.056666666666666664,0.6680707666385847,Increase,0.611404099971918,-40.97613055732919,4.1897860498380174e-253
IRN,A165,1.3465140478668054,1.8516042780748663,Increase,0.5050902302080609,-35.50213878812228,3.25454468033105e-235
IND,A124_08,0.44105894105894106,0.8953004164187983,Increase,0.45424147535985726,-33.95183388749257,8.554791131382198e-218
VNM,A124_07,0.331,0.9466666666666667,Increase,0.6156666666666666,-37.90819312903463,8.603665858424867e-216
IRN,A124_02,0.7575039494470774,0.276184122748499,Drop,-0.4813198266985784,33.53305493851674,4.9697608531977574e-210
IRN,A124_06,0.9036334913112164,0.41827885256837893,Drop,-0.48535463874283746,34.594455027478816,9.721407157235931e-209
USA,A062,2.096314907872697,1.3654446177847115,Drop,-0.7308702900879855,32.579175537584305,1.0546608203898299e-191
IRN,A124_12,0.7989731437598736,0.3382254836557705,Drop,-0.4607476601041031,31.578977319826183,5.307458397394453e-187
VNM,A124_03,0.436,0.9516666666666667,Increase,0.5156666666666667,-30.571580828675632,2.4850283470191007e-155
IND,A124_09,0.2882117882117882,0.7238292011019284,Increase,0.43561741289014017,-28.10206781564972,3.050147151452767e-155
IND,A124_03,0.45454545454545453,0.8457831325301205,Increase,0.39123767798466597,-27.491544318401406,3.419563925331736e-151
IND,A170,5.141919191919192,7.204383886255924,Increase,2.0624646943367315,-26.683529371226026,7.614752830125499e-143
CAN,A006,2.124220374220374,2.8750622200099554,Increase,0.7508418457895814,-26.40381550516303,5.630709407611317e-142
EGY,A124_07,0.9833333333333333,0.5683333333333334,Drop,-0.4149999999999999,28.632442963635643,2.231560482232611e-139
EGY,A165,1.6209106239460371,1.926482873851295,Increase,0.3055722499052578,-26.167676658256827,4.869545362053817e-139
IRQ,A165,1.524,1.887563884156729,Increase,0.363563884156729,-25.97014232495512,1.8575133289973846e-135
BGD,A029,0.778,0.3283333333333333,Drop,-0.4496666666666667,25.998393780471627,1.3743110418226746e-131
SRB,A124_06,0.0775,0.542747358309318,Increase,0.46524735830931796,-26.939515190287114,2.6117242165913034e-131
VNM,A124_08,0.536,0.9883333333333333,Increase,0.45233333333333325,-28.12999947376471,5.818090377532838e-131
EGY,A124_06,0.5766666666666667,0.2,Drop,-0.37666666666666665,25.697673704239254,1.701656366409222e-130
PAK,A002,2.192096048024012,1.569060773480663,Drop,-0.6230352745433492,25.121444724723556,2.121968339917401e-129
IND,A075,0.05844155844155844,0.3986232790988736,Increase,0.3401817206573151,-25.52585648414588,5.980358744856452e-126
IDN,A165,1.4836158192090396,1.9481087839949984,Increase,0.4644929647859588,-26.912507019178303,6.001102976514186e-120
KGZ,A008,1.9603864734299516,1.365304420350292,Drop,-0.5950820530796597,23.810693878982626,2.3601264240507136e-111
BGD,A170,5.777552400270453,7.604166666666667,Increase,1.8266142663962137,-23.43740504183197,1.2428569820665625e-110
PAK,A124_07,0.07,0.3468671679197995,Increase,0.2768671679197995,-22.899397947627488,3.1556559194554736e-107
CAN,A124_08,0.6240290005178664,0.898456943753111,Increase,0.27442794323524466,-22.84722108953738,1.0923025432643326e-105
IRN,A027,0.8878357030015798,0.561707805203469,Drop,-0.3261278977981108,22.850735658286823,5.396121969017548e-104
IND,A042,0.5569430569430569,0.2222222222222222,Drop,-0.3347208347208347,22.28856086284362,2.35732964248323e-103
VNM,A004,1.8484536082474228,2.6366666666666667,Increase,0.7882130584192439,-22.76846745892154,9.992253785992603e-103
MAR,A065,0.007993605115907274,0.32916666666666666,Increase,0.32117306155075936,-23.26910064208084,3.460476404106405e-100
BGD,A124_02,0.7166666666666667,0.32318104906937395,Drop,-0.3934856175972927,21.973440580989735,5.8433148754787405e-98
IND,A074,0.11038961038961038,0.4187614960147149,Increase,0.30837188562510454,-21.892785175996554,8.831638584646433e-98
CAN,A124_03,0.5121698601760746,0.7949228471876556,Increase,0.282752987011581,-21.68363927612482,2.3713314359759114e-97
IND,A065,0.17682317682317683,0.5027455765710799,Increase,0.32592239974790305,-21.710675454446427,3.1935434148344506e-97
ARG,A124_08,0.31796875,0.7357926221335992,Increase,0.4178238721335992,-21.912815112671794,1.9211376646914647e-96
CAN,A008,1.5932642487046633,1.9462419113987057,Increase,0.3529776626940424,-21.38548092093535,3.3054266993262454e-96
CAN,A032,0.771620921802175,0.5099552015928323,Drop,-0.26166572020934276,21.118727294314574,1.9509712405506604e-94
PAK,A038,0.5545,0.25162907268170426,Drop,-0.30287092731829574,20.512258501586782,6.600733094681877e-89
PAK,A040,0.8625,0.5884711779448621,Drop,-0.2740288220551379,20.380943115916743,1.9552177404965675e-87
USA,A068,0.18666666666666668,0.4916309848189957,Increase,0.30496431815232905,-20.37861521257802,1.857096772194303e-86
IDN,A124_08,0.597,0.9403125,Increase,0.3433125,-21.35813070492642,1.727695000336312e-85
IND,A038,0.6193806193806194,0.3067375886524823,Drop,-0.3126430307281371,20.032619440171498,9.00120190681677e-85
SRB,A065,0.0275,0.35804878048780486,Increase,0.33054878048780484,-21.04220863244451,3.5293263997702526e-84
MEX,A065,0.23387622149837134,0.5540229885057472,Increase,0.3201467670073758,-19.89729129586308,3.0066911074264403e-83
USA,A006,1.6279264214046822,2.2953488372093025,Increase,0.6674224158046203,-19.913682126999035,6.531418889445032e-83
MAR,A074,0.06634692246203037,0.38,Increase,0.3136530775379696,-19.995632378075978,2.2717235870870793e-80
IND,A072,0.0924075924075924,0.3609022556390977,Increase,0.26849466323150534,-19.659387729314048,4.252060240024189e-80
EGY,A027,0.782,0.9624687239366139,Increase,0.18046872393661384,-19.348637463311615,6.6432263025008035e-80
SGP,A042,0.47023809523809523,0.1709741550695825,Drop,-0.29926394016851277,19.507286342399887,2.0982060762472177e-79
PAK,A124_12,0.084,0.318796992481203,Increase,0.234796992481203,-19.339388748547023,5.861032762563958e-79
IRQ,A040,0.9195698924731183,0.6233333333333333,Drop,-0.29623655913978497,19.634014736390444,4.594561433621356e-77
IND,A071,0.06993006993006994,0.3211816467630421,Increase,0.25125157683297217,-19.291366294235704,4.746423315931403e-77
IND,A067,0.08141858141858142,0.3356079404466501,Increase,0.25418935902806866,-19.17200737470757,1.870912121888768e-76
BGD,A038,0.5733333333333334,0.23583333333333334,Drop,-0.3375,19.061545814036492,4.47525493314999e-76
IND,A066,0.14735264735264736,0.42185592185592186,Increase,0.2745032745032745,-18.862902732929076,6.151050831240177e-75
IDN,A041,0.473,0.141875,Drop,-0.331125,19.526032075519517,8.935884238728667e-75
VNM,A124_09,0.386,0.7608333333333334,Increase,0.37483333333333335,-19.004657306482667,3.554652750959581e-74
VNM,A170,6.517137096774194,8.025833333333333,Increase,1.508696236559139,-19.07192922175065,5.20059006084096e-74
IRN,A039,0.2839652448657188,0.571714476317545,Increase,0.28774923145182624,-18.429136347523997,7.895921194738837e-72
MAR,A124_07,0.7697841726618705,0.42583333333333334,Drop,-0.34395083932853715,18.49913240571094,1.905917480971841e-71
IND,A124_07,0.3936063936063936,0.6863753213367609,Increase,0.29276892773036733,-18.237102793605093,5.497511841036451e-71
BGD,A173,5.652950310559007,7.265833333333333,Increase,1.6128830227743265,-18.318666238221354,2.0528487549483322e-70
CAN,A040,0.33195235629207664,0.11647585863613738,Drop,-0.21547649765593926,18.17736257845782,6.584416980858193e-70
KGZ,A170,6.482262703739214,8.38313856427379,Increase,1.9008758605345752,-18.351695225836398,6.825306072011156e-70
IND,A079,0.06543456543456544,0.30518617021276595,Increase,0.2397516047782005,-18.299834201424137,1.2279520898991286e-69
CHL,A124_08,0.5316666666666666,0.861,Increase,0.32933333333333337,-18.199113480551723,6.642678980845411e-69
PAK,A008,2.0618034447821683,1.6532865027596588,Drop,-0.40851694202250943,17.76534230937103,5.3265809118478036e-68
CHL,A040,0.4058333333333333,0.098,Drop,-0.3078333333333333,18.089201989205215,6.721093673345402e-68
SRB,A124_03,0.5608333333333333,0.878001921229587,Increase,0.3171685878962537,-18.060183864627145,7.047849523819702e-68
BGD,A004,2.414768806073154,3.076329331046312,Increase,0.661560524973158,-17.925228054294106,1.0251367809464246e-67
