country,question,mean_wave_3,mean_wave_5,change_direction,change_magnitude,t_statistic,p_value
COL,A124_08,0.30340453938584777,0.7884297520661157,Increase,0.4850252126802679,-43.25599592968307,0.0
ZAF,A124_07,0.38160136286201024,0.0774260151410874,Drop,-0.3041753477209228,29.681773285847214,3.3415771063534837e-177
IND,A103,0.1661764705882353,0.7001499250374813,Increase,0.533973454449246,-29.61894310840421,3.4846209254946166e-173
COL,A124_09,0.14886515353805074,0.45884297520661155,Increase,0.3099778216685608,-27.79013182890987,4.036129369562212e-159
IND,A102,0.27450980392156865,0.839,Increase,0.5644901960784313,-27.290063792258945,2.1796711591394122e-150
IND,A104,0.20049019607843138,0.7221389305347327,Increase,0.5216487344563012,-27.217683566745244,2.7809233938080266e-149
IND,A101,0.25098039215686274,0.7881059470264867,Increase,0.537125554869624,-26.682126039802522,3.6054228886715296e-144
PER,A041,0.15606936416184972,0.6006666666666667,Increase,0.444597302504817,-27.114120805349458,2.449741884066804e-143
TUR,A173,4.8168343038644785,7.403933434190621,Increase,2.587099130326142,-25.8205125315555,9.968381367076773e-134
COL,A124_07,0.08377837116154874,0.3236363636363636,Increase,0.23985799247481487,-24.22740848131662,1.345004388256124e-122
IND,A099,0.3088235294117647,0.8029014507253627,Increase,0.49407792131359796,-23.47068579768892,2.997456543368236e-114
IND,A105,0.23137254901960785,0.6776611694152923,Increase,0.44628862039568445,-22.69720339138417,2.4954311916598417e-107
GEO,A040,0.3102589641434263,0.6726666666666666,Increase,0.36240770252324034,-22.761235353522338,1.986177799082396e-106
ZAF,A029,0.31993185689948894,0.5957161981258366,Increase,0.2757843412263477,-22.166877473164558,1.1856739572352085e-104
COL,A038,0.25112033195020744,0.48231404958677687,Increase,0.23119371763656943,-21.673551763378043,6.393317361627277e-100
RUS,A170,4.4531482399603375,6.148313492063492,Increase,1.6951652521031546,-21.80217995836857,1.0535849366821807e-99
KOR,A034,0.07846277021617294,0.43166666666666664,Increase,0.3532038964504937,-21.798123938996625,7.385008714281342e-94
RUS,A173,5.399375975039002,7.101010101010101,Increase,1.7016341259710996,-21.023575127317155,4.831837380835903e-93
UKR,A170,3.9527913076058447,5.8082329317269075,Increase,1.8554416241210627,-21.722532030169816,6.335272662244898e-93
IND,A098,0.42254901960784313,0.9005497251374313,Increase,0.4780007055295881,-20.905998929622267,3.091069177133084e-92
IND,A106,0.11911764705882352,0.47273636818409204,Increase,0.3536187211252685,-20.987004453542006,3.4391632232790235e-92
GEO,A006,1.72690963554668,1.234028244788164,Drop,-0.4928813907585159,20.87958427724366,4.1213244044534486e-91
