country,question,mean_wave_1,mean_wave_5,change_direction,change_magnitude,t_statistic,p_value
FIN,A098,0.06779661016949153,0.963402571711177,Increase,0.8956059615416855,-39.7262502333337,5.246793935442311e-240
MEX,A098,0.25639629831246596,1.1055374592833875,Increase,0.8491411609709216,-32.88885748011097,5.945856894233392e-200
ZAF,A098,0.5576441102756893,1.3527443105756358,Increase,0.7951002002999465,-32.331860560949046,1.8661422425775995e-197
ZAF,A029,0.20488721804511278,0.5957161981258366,Increase,0.39082898008072386,-28.90941288419919,2.0672939168946217e-166
ZAF,A030,0.30451127819548873,0.713186077643909,Increase,0.4086747994484202,-28.80702332280131,1.6744902351083962e-162
MEX,A035,0.3946652150244965,0.7807692307692308,Increase,0.3861040157447343,-24.927259873469712,4.307661420329761e-126
FIN,A124_03,0.18743768693918245,0.6725838264299803,Increase,0.4851461394907978,-25.242378055991853,6.027198659756427e-122
HUN,A035,0.3073770491803279,0.7537239324726912,Increase,0.44634688329236333,-24.56919130867349,2.6189995831684124e-118
AUS,A032,0.2964169381107492,0.7199155524278676,Increase,0.42349861431711844,-23.977094259749602,7.397988260558834e-115
ZAF,A102,0.09711779448621553,0.44946452476572957,Increase,0.352346730279514,-23.417539671373792,1.3849317356095512e-114
KOR,A009,2.8544502617801046,2.0408333333333335,Drop,-0.8136169284467711,23.306573645397226,5.895699374231942e-103
JPN,A039,0.24667774086378738,0.6724452554744526,Increase,0.4257675146106652,-22.57757698892045,8.27005120008541e-102
KOR,A034,0.061855670103092786,0.43166666666666664,Increase,0.36981099656357386,-22.738828644612543,6.734036568994184e-101
AUS,A030,0.11889250814332247,0.4792399718508093,Increase,0.3603474637074868,-22.29941980313525,1.738590775514445e-100
AUS,A029,0.24511400651465798,0.6347642505277973,Increase,0.3896502440131393,-21.986859523145405,1.5424706797663318e-98
KOR,A124_06,0.03711340206185567,0.3725,Increase,0.33538659793814435,-22.027367655431796,2.682782657232236e-94
HUN,A032,0.4494535519125683,0.8282025819265144,Increase,0.3787490300139461,-21.491755602684158,5.401481608762923e-94
